files/10/opposition/gov.uscourts.cand.197829.17.0.txt,opposition,grant
files/10/support/gov.uscourts.cand.197829.10.0.txt,support,grant
files/100/opposition/gov.uscourts.nysd.316653.133.0.txt,opposition,grant
files/100/support/gov.uscourts.nysd.316653.115.0.txt,support,grant
files/100/support/gov.uscourts.nysd.316653.116.0.txt,support,grant
files/100/support/gov.uscourts.nysd.316653.117.0.txt,support,grant
files/100/support/gov.uscourts.nysd.316653.124.0.txt,support,grant
files/1000/opposition/gov.uscourts.casd.256908.181.0.txt,opposition,deny
files/1000/opposition/gov.uscourts.casd.256908.183.0.txt,opposition,deny
files/1000/opposition/gov.uscourts.casd.256908.214.0.txt,opposition,deny
files/1000/support/gov.uscourts.casd.256908.70.0.txt,support,deny
files/1001/opposition/gov.uscourts.cand.196174.83.0.txt,opposition,grant
files/1001/opposition/gov.uscourts.cand.196174.84.0.txt,opposition,grant
files/1001/support/gov.uscourts.cand.196174.71.0.txt,support,grant
files/1002/opposition/gov.uscourts.casd.256908.139.0.txt,opposition,deny
files/1002/support/gov.uscourts.casd.256908.71.0.txt,support,deny
files/1003/opposition/gov.uscourts.ksd.52866.75.0.txt,opposition,grant
files/1003/opposition/gov.uscourts.ksd.52866.83.0.txt,opposition,grant
files/1003/support/gov.uscourts.ksd.52866.72.0.txt,support,grant
files/1003/support/gov.uscourts.ksd.52866.73.0.txt,support,grant
files/1004/opposition/gov.uscourts.akd.243.73.0.txt,opposition,grant
files/1004/opposition/gov.uscourts.akd.243.74.0.txt,opposition,grant
files/1004/opposition/gov.uscourts.akd.243.75.0.txt,opposition,grant
files/1004/support/gov.uscourts.akd.243.72.0.txt,support,grant
files/1005/opposition/gov.uscourts.nysd.310986.95.0.txt,opposition,deny
files/1005/support/gov.uscourts.nysd.310986.72.0.txt,support,deny
files/1005/support/gov.uscourts.nysd.310986.77.0.txt,support,deny
files/1006/opposition/gov.uscourts.casd.256908.140.0.txt,opposition,deny
files/1006/support/gov.uscourts.casd.256908.72.0.txt,support,deny
files/1007/opposition/gov.uscourts.flmd.163273.724.0.txt,opposition,grant
files/1007/support/gov.uscourts.flmd.163273.723.0.txt,support,grant
files/1008/opposition/gov.uscourts.flmd.341534.76.0.txt,opposition,grant
files/1008/support/gov.uscourts.flmd.341534.73.0.txt,support,grant
files/1009/opposition/gov.uscourts.nvd.103527.75.0.txt,opposition,grant
files/1009/support/gov.uscourts.nvd.103527.73.0.txt,support,grant
files/101/opposition/gov.uscourts.akd.336.119.0.txt,opposition,deny
files/101/support/gov.uscourts.akd.336.115.0.txt,support,deny
files/1013/opposition/gov.uscourts.flsd.377721.743.0.txt,opposition,deny
files/1013/support/gov.uscourts.flsd.377721.737.0.txt,support,deny
files/1015/opposition/gov.uscourts.nyed.324865.78.0.txt,opposition,deny
files/1015/opposition/gov.uscourts.nyed.324865.80.0.txt,opposition,deny
files/1015/support/gov.uscourts.nyed.324865.77.0.txt,support,deny
files/1016/opposition/gov.uscourts.txnd.274974.94.0.txt,opposition,grant
files/1016/support/gov.uscourts.txnd.274974.74.0.txt,support,grant
files/1016/support/gov.uscourts.txnd.274974.75.0.txt,support,grant
files/1017/opposition/gov.uscourts.ilsd.61930.79.0.txt,opposition,grant
files/1017/support/gov.uscourts.ilsd.61930.75.0.txt,support,grant
files/1017/support/gov.uscourts.ilsd.61930.76.0.txt,support,grant
files/1018/opposition/gov.uscourts.akd.336.76.0.txt,opposition,deny
files/1018/support/gov.uscourts.akd.336.75.0.txt,support,deny
files/1019/opposition/gov.uscourts.flsd.392429.80.0.txt,opposition,grant
files/1019/support/gov.uscourts.flsd.392429.75.0.txt,support,grant
files/1021/opposition/gov.uscourts.dcd.148797.80.0.txt,opposition,deny
files/1021/support/gov.uscourts.dcd.148797.75.0.txt,support,deny
files/1022/opposition/gov.uscourts.vaed.336338.80.0.txt,opposition,grant
files/1022/support/gov.uscourts.vaed.336338.75.0.txt,support,grant
files/1022/support/gov.uscourts.vaed.336338.76.0.txt,support,grant
files/1025/opposition/gov.uscourts.vaed.308029.77.0.txt,opposition,deny
files/1025/support/gov.uscourts.vaed.308029.76.0.txt,support,deny
files/1026/opposition/gov.uscourts.njd.281330.89.0.txt,opposition,deny
files/1026/support/gov.uscourts.njd.281330.76.0.txt,support,deny
files/1027/opposition/gov.uscourts.cand.196553.86.0.txt,opposition,grant
files/1027/support/gov.uscourts.cand.196553.76.0.txt,support,grant
files/1028/opposition/gov.uscourts.akd.49744.87.0.txt,opposition,grant
files/1028/support/gov.uscourts.akd.49744.76.0.txt,support,grant
files/1029/opposition/gov.uscourts.mssd.71373.77.0.txt,opposition,deny
files/1029/support/gov.uscourts.mssd.71373.76.0.txt,support,deny
files/104/opposition/gov.uscourts.akd.336.118.0.txt,opposition,deny
files/104/support/gov.uscourts.akd.336.116.0.txt,support,deny
files/1042/opposition/gov.uscourts.utd.79026.13.0.txt,opposition,grant
files/1042/support/gov.uscourts.utd.79026.9.0.txt,support,grant
files/1044/opposition/gov.uscourts.flsd.418287.10.0.txt,opposition,deny
files/1044/support/gov.uscourts.flsd.418287.8.0.txt,support,deny
files/1046/opposition/gov.uscourts.cand.193889.24.0.txt,opposition,grant
files/1046/support/gov.uscourts.cand.193889.8.0.txt,support,grant
files/1048/opposition/gov.uscourts.ded.58385.10.0.txt,opposition,deny
files/1048/support/gov.uscourts.ded.58385.8.0.txt,support,deny
files/1049/opposition/gov.uscourts.vaed.305309.40.0.txt,opposition,deny
files/1049/support/gov.uscourts.vaed.305309.9.0.txt,support,deny
files/1050/opposition/gov.uscourts.caed.293467.11.0.txt,opposition,deny
files/1050/support/gov.uscourts.caed.293467.8.0.txt,support,deny
files/1051/opposition/gov.uscourts.okwd.88960.9.0.txt,opposition,deny
files/1051/support/gov.uscourts.okwd.88960.8.0.txt,support,deny
files/1053/opposition/gov.uscourts.flmd.214344.12.0.txt,opposition,grant
